oldid,city,country,latitude,longitude,name,store_id
23550,Queen Creek,US,33.256717681884766,-111.63743591308594,Ellsworth Rd & Rittenhouse Rd,1014697
23799,Phoenix,US,33.60313034057617,-111.97891998291016,Cactus and Tatum,1014903
23979,Chandler,US,33.3051872253418,-111.86312103271484,Chandler & W Parklane,1010175
24070,Phoenix,US,33.55342483520508,-112.10980987548828,24th Avenue & Northern,1014992
24080,Mesa,US,33.404273986816406,-111.63601684570312,Fry's Mesa # 686,1015036
24104,Glendale,US,33.67096710205078,-112.22091674804688,"75th Ave & Loop 101, Glendale",1015111
24112,Chandler,US,33.24867630004883,-111.78755187988281,Gilbert & Ocotillo,1015137
24140,Chandler,US,33.297603607177734,-111.87702178955078,"Dobson & Frye, Chandler",1015251
24184,Mesa,US,33.46780014038086,-111.68407440185547,Bashas - Mesa #73,1015340
24195,Phoenix,US,33.64025115966797,-112.05467987060547,Fry's Phoenix #698,1015370
24210,Tempe,US,33.43039321899414,-111.93515014648438,MARINA HEIGHTS BUILDING A,1015414
24338,Mesa,US,33.306522369384766,-111.67791748046875,ASU Polytechnic Campus,1015493
24342,Avondale,US,33.463287353515625,-112.34085083007812,FRYS - AVONDALE LS #112,1015514
24352,Tempe,US,33.42030715942383,-111.9327621459961,NOBLE LIBRARY,1015623
24388,Litchfield Park,US,33.507164001464844,-112.37498474121094,Fry's Litchfield # 667,1015496
24419,Sun City,US,33.602447509765625,-112.2901611328125,107th Ave & Grand,1015540
24423,Mesa,US,33.37895202636719,-111.68739318847656,Power Rd & Baseline Rd,1015723
24658,Litchfield Park,US,33.508819580078125,-112.35711669921875,Camelback & Litchfield,1015937
24914,TEMPE,US,33.42195129394531,-111.94087982177734,JP MORGAN CHASE TEMPE,1016160
25030,Chandler,US,33.22340393066406,-111.7982177734375,Fry's Chandler #681,1016309
25078,Mesa,US,33.43459701538086,-111.86929321289062,Dobson & Loop 202,1016356
